시각,지역명,지역코드,혼잡도,최소인구수,최대인구수,전체도로소통평균속도,기온,습도,강수량,자외선지수단계,초미세먼지농도,미세먼지농도
2024-06-08 16:13,서울광장,POI099,보통,2000,2500,12,24.2,69,0,6,16,23
2024-06-08 17:14,서울광장,POI099,보통,2000,2500,14,24.2,61,0,6,14,18
2024-06-08 18:14,서울광장,POI099,보통,1500,2000,13,24,60,0,6,16,0
2024-06-08 19:13,서울광장,POI099,여유,1500,2000,13,23.2,64,0,1,8,11
2024-06-08 20:11,서울광장,POI099,여유,1000,1500,19,22,72,0,1,10,11
2024-06-08 21:20,서울광장,POI099,여유,1000,1500,22,21,77,0,0,12,15
2024-06-08 22:12,서울광장,POI099,여유,800,900,21,20.6,79,0,0,13,15
2024-06-08 23:12,서울광장,POI099,여유,600,700,22,20.2,80,0,0,12,16
2024-06-09 00:12,서울광장,POI099,여유,200,300,23,19.6,83,0,0,16,19
2024-06-09 01:16,서울광장,POI099,여유,100,200,23,19,85,0,0,14,20
2024-06-09 02:12,서울광장,POI099,여유,0,100,23,18.6,88,0,0,16,23
2024-06-09 03:15,서울광장,POI099,여유,0,100,25,18.1,89,0,0,17,25
2024-06-09 04:10,서울광장,POI099,여유,0,100,27,17.7,90,0,0,15,21
2024-06-09 05:12,서울광장,POI099,여유,0,100,23,17.7,90,0,0,14,20
2024-06-09 06:11,서울광장,POI099,여유,100,200,26,17.4,91,0,0,14,21
2024-06-09 07:11,서울광장,POI099,여유,200,300,25,18.2,91,0,2,14,20
2024-06-09 08:12,서울광장,POI099,여유,300,400,20,20.3,84,0,2,15,21
2024-06-09 09:58,서울광장,POI099,여유,700,800,20,23.2,67,0,6,14,22
2024-06-09 11:05,서울광장,POI099,여유,1000,1500,18,25,61,0,6,6,12
2024-06-09 12:14,서울광장,POI099,여유,1000,1500,21,26,55,0,6,18,0
2024-06-09 13:15,서울광장,POI099,여유,1000,1500,18,26.8,50,0,7,20,22
2024-06-09 14:12,서울광장,POI099,보통,1500,2000,21,27.8,51,0,7,19,26
2024-06-09 15:16,서울광장,POI099,보통,1500,2000,14,28.8,49,0,7,18,22
2024-06-09 16:12,서울광장,POI099,여유,1500,2000,15,28.5,49,0,6,21,23
2024-06-09 17:14,서울광장,POI099,여유,1500,2000,13,27.4,52,0,6,25,29
2024-06-09 18:13,서울광장,POI099,여유,1500,2000,15,26.8,52,0,6,34,36
2024-06-09 19:12,서울광장,POI099,여유,1000,1500,17,25.3,60,0,1,28,32
2024-06-09 20:10,서울광장,POI099,여유,700,800,15,23.4,65,0,1,19,27
2024-06-09 21:21,서울광장,POI099,여유,700,800,20,22.7,68,0,0,21,26
2024-06-09 22:13,서울광장,POI099,여유,500,600,18,22,69,0,0,18,24
2024-06-09 23:11,서울광장,POI099,여유,300,400,24,21.4,72,0,0,18,25
2024-06-10 00:12,서울광장,POI099,여유,100,200,24,21,73,0,0,24,31
2024-06-10 01:14,서울광장,POI099,여유,100,200,27,20.5,76,0,0,19,26
2024-06-10 02:12,서울광장,POI099,여유,0,100,23,20,78,0,0,23,30
2024-06-10 03:15,서울광장,POI099,여유,0,100,27,19.7,79,0,0,22,28
2024-06-10 04:11,서울광장,POI099,여유,0,100,29,19.5,81,0,0,22,27
2024-06-10 05:14,서울광장,POI099,여유,0,100,27,19.3,83,0,0,23,27
2024-06-10 06:12,서울광장,POI099,여유,200,300,22,19,85,0,0,27,29
2024-06-10 07:12,서울광장,POI099,여유,500,600,20,20,83,0,2,27,35
2024-06-10 08:12,서울광장,POI099,보통,2000,2500,21,22,75,0,2,24,34
2024-06-10 09:55,서울광장,POI099,보통,1500,2000,16,25,57,0,7,20,27
2024-06-10 11:02,서울광장,POI099,보통,1500,2000,19,26.4,53,0,7,18,27
2024-06-10 11:38,서울광장,POI099,보통,2000,2500,15,27.7,54,0,7,18,27
2024-06-10 12:14,서울광장,POI099,약간 붐빔,2500,3000,20,27.9,52,0,7,20,33
2024-06-10 13:18,서울광장,POI099,약간 붐빔,2500,3000,21,29.5,48,0,8,27,38
2024-06-10 14:13,서울광장,POI099,보통,2000,2500,18,30.5,46,0,8,30,40
2024-06-10 15:18,서울광장,POI099,보통,1500,2000,16,30.9,44,0,8,27,39
2024-06-10 16:13,서울광장,POI099,보통,2000,2500,18,29.6,51,0,5,33,47
2024-06-10 17:17,서울광장,POI099,보통,1500,2000,14,29.8,51,0,5,0,0
2024-06-10 18:15,서울광장,POI099,보통,2000,2500,12,28.6,54,0,5,21,28
2024-06-10 19:15,서울광장,POI099,보통,2000,2500,13,26.8,62,0,1,36,44
2024-06-10 20:12,서울광장,POI099,여유,1000,1500,17,24.5,71,0,1,40,49
2024-06-10 21:22,서울광장,POI099,여유,900,1000,18,23.7,75,0,0,34,45
2024-06-10 22:16,서울광장,POI099,여유,600,700,18,23.2,78,0,0,32,42
2024-06-10 23:14,서울광장,POI099,여유,400,500,20,22.9,80,0,0,30,43
