iter	Passed	Remaining
1663	74431	15029
1664	74458	14981
1665	74490	14933
1666	74517	14885
1667	74544	14837
1668	74574	14789
1669	74602	14741
1670	74631	14693
1671	74657	14645
1672	74695	14599
1673	74733	14553
1674	74759	14505
1675	74793	14458
1676	74824	14411
1677	74849	14363
1678	74877	14315
1679	74903	14267
1680	74928	14219
1681	74957	14171
1682	74983	14123
1683	75010	14075
1684	75039	14028
1685	75070	13981
1686	75098	13933
1687	75129	13886
1688	75156	13838
1689	75183	13791
1690	75249	13750
1691	75281	13703
1692	75310	13656
1693	75336	13608
1694	75364	13561
1695	75394	13514
1696	75420	13466
1697	75444	13418
1698	75473	13371
1699	75502	13323
1700	75522	13275
1701	75551	13228
1702	75586	13182
1703	75614	13134
1704	75644	13088
1705	75673	13041
1706	75699	12993
1707	75753	12950
1708	75782	12903
1709	75808	12856
1710	75836	12809
1711	75865	12762
1712	75897	12716
1713	75925	12668
1714	75952	12621
1715	75982	12575
1716	76009	12528
1717	76041	12481
1718	76072	12435
1719	76101	12388
1720	76127	12341
1721	76156	12294
1722	76185	12248
1723	76213	12201
1724	76254	12156
1725	76283	12109
1726	76335	12066
1727	76367	12020
1728	76395	11974
1729	76423	11927
1730	76449	11880
1731	76475	11833
1732	76522	11789
1733	76550	11743
1734	76577	11696
1735	76610	11650
1736	76639	11604
1737	76666	11557
1738	76692	11510
1739	76722	11464
1740	76753	11418
1741	76777	11371
1742	76807	11325
1743	76843	11279
1744	76869	11233
1745	76900	11187
1746	76927	11140
1747	76956	11094
1748	76985	11048
1749	77012	11001
1750	77040	10955
1751	77066	10908
1752	77092	10862
1753	77123	10816
1754	77155	10770
1755	77183	10724
1756	77208	10678
1757	77236	10632
1758	77259	10585
1759	77300	10540
1760	77354	10498
1761	77384	10452
1762	77411	10406
1763	77438	10360
1764	77465	10314
1765	77496	10268
1766	77542	10224
1767	77565	10178
1768	77591	10132
1769	77614	10085
1770	77639	10039
1771	77666	9993
1772	77695	9947
1773	77723	9901
1774	77748	9855
1775	77775	9809
1776	77801	9763
1777	77832	9718
1778	77860	9672
1779	77884	9626
1780	77910	9580
1781	77937	9534
1782	77963	9488
1783	77993	9443
1784	78017	9397
1785	78047	9351
1786	78074	9306
1787	78102	9260
1788	78128	9214
1789	78156	9169
1790	78186	9123
1791	78219	9078
1792	78244	9033
1793	78272	8987
1794	78299	8942
1795	78374	8902
1796	78403	8856
1797	78429	8811
1798	78456	8765
1799	78482	8720
1800	78512	8675
1801	78561	8632
1802	78590	8586
1803	78617	8541
1804	78646	8496
1805	78672	8450
1806	78704	8406
1807	78732	8360
1808	78764	8316
1809	78789	8270
1810	78818	8225
1811	78846	8180
1812	78871	8135
1813	78898	8089
1814	78926	8044
1815	78952	7999
1816	78981	7954
1817	79008	7909
1818	79036	7864
1819	79065	7819
1820	79094	7774
1821	79122	7729
1822	79149	7684
1823	79177	7639
1824	79207	7595
1825	79235	7550
1826	79262	7505
1827	79287	7460
1828	79314	7415
1829	79352	7371
1830	79417	7330
1831	79442	7285
1832	79469	7240
1833	79496	7195
1834	79524	7150
1835	79574	7107
1836	79604	7063
1837	79632	7018
1838	79657	6973
1839	79686	6929
1840	79713	6884
1841	79741	6839
1842	79774	6795
1843	79798	6750
1844	79827	6706
1845	79855	6661
1846	79880	6617
1847	79909	6572
1848	79937	6528
1849	79962	6483
1850	79990	6439
1851	80015	6394
1852	80042	6349
1853	80067	6305
1854	80092	6260
1855	80121	6216
1856	80148	6171
1857	80175	6127
1858	80209	6083
1859	80240	6039
1860	80268	5995
1861	80296	5951
1862	80327	5907
1863	80358	5863
1864	80398	5819
1865	80522	5782
1866	80631	5743
1867	80734	5704
1868	80804	5663
1869	80835	5619
1870	80933	5580
1871	81044	5541
1872	81161	5503
1873	81281	5464
1874	81404	5426
1875	81570	5391
1876	81660	5351
1877	81774	5312
1878	81832	5269
1879	81944	5230
1880	82058	5191
1881	82191	5153
1882	82355	5117
1883	82501	5079
1884	82655	5042
1885	82801	5004
1886	82933	4966
1887	83085	4928
1888	83219	4890
1889	83364	4851
1890	83473	4811
1891	83622	4773
1892	83796	4736
1893	83904	4695
1894	84026	4655
1895	84197	4618
1896	84361	4580
1897	84517	4542
1898	84662	4502
1899	84865	4466
1900	85039	4428
1901	85194	4389
1902	85350	4350
1903	85459	4308
1904	85530	4265
1905	85574	4220
1906	85611	4175
1907	85648	4129
1908	85684	4084
1909	85725	4039
1910	85807	3996
1911	85842	3950
1912	85873	3905
1913	85904	3859
1914	85939	3814
1915	85972	3769
1916	86008	3723
1917	86041	3678
1918	86069	3632
1919	86095	3587
1920	86122	3541
1921	86154	3496
1922	86182	3450
1923	86209	3405
1924	86234	3359
1925	86264	3314
1926	86291	3268
1927	86318	3223
1928	86345	3178
1929	86373	3132
1930	86404	3087
1931	86431	3042
1932	86457	2996
1933	86483	2951
1934	86507	2905
1935	86536	2860
1936	86563	2815
1937	86587	2770
1938	86614	2724
1939	86641	2679
1940	86671	2634
1941	86706	2589
1942	86732	2544
1943	86761	2499
1944	86811	2454
1945	86863	2410
1946	86891	2365
1947	86918	2320
1948	86944	2275
1949	86971	2230
1950	86997	2184
1951	87023	2139
1952	87051	2094
1953	87079	2049
1954	87105	2004
1955	87134	1960
1956	87165	1915
1957	87193	1870
1958	87220	1825
1959	87246	1780
1960	87280	1735
1961	87309	1691
1962	87333	1646
1963	87362	1601
1964	87390	1556
1965	87416	1511
1966	87442	1467
1967	87472	1422
1968	87499	1377
1969	87527	1332
1970	87555	1288
1971	87581	1243
1972	87606	1198
1973	87631	1154
1974	87658	1109
1975	87688	1065
1976	87716	1020
1977	87747	975
1978	87771	931
1979	87831	887
1980	87883	842
1981	87911	798
1982	87937	753
1983	87965	709
1984	87994	664
1985	88019	620
1986	88047	576
1987	88073	531
1988	88102	487
1989	88122	442
1990	88159	398
1991	88186	354
1992	88215	309
1993	88238	265
1994	88272	221
1995	88299	176
1996	88327	132
1997	88354	88
1998	88381	44
1999	88409	0
