GENDER,AGE_GRP,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MOTIVE_1,TRAVEL_COMPANIONS_NUM,TRAVEL_MISSION_INT,VISIT_AREA_NM,DGSTFN
남,30.0,1,4,1,4,1,1,4,7,3,1.0,22,화담숲,1.0
여,20.0,4,4,2,3,4,3,3,2,1,1.0,6,마이아트뮤지엄,5.0
남,20.0,2,2,2,4,2,2,2,2,1,3.0,22,하늘도화지펜션,4.0
여,20.0,4,3,2,2,4,4,4,3,3,2.0,2,3킬로미터,3.0
여,20.0,3,1,2,4,4,4,4,3,3,1.0,2,파라다이스시티 플라자,4.0
여,20.0,4,3,2,2,4,4,4,3,3,2.0,2,완주혁신도시시외버스승강장,4.0
여,20.0,6,1,1,4,5,7,5,6,3,1.0,3,김포국제공항 국내선,4.0
여,20.0,5,5,3,4,5,3,2,6,3,3.0,5,패킷,3.0
남,40.0,6,4,5,2,2,6,3,4,1,3.0,23,롯데월드타워&롯데월드몰,4.0
여,20.0,7,1,2,7,6,6,2,3,2,0.0,26,서울약령시장,4.0
여,30.0,1,1,3,1,1,4,3,6,6,0.0,2,왕십리역 경의중앙선,4.0
남,30.0,2,3,3,4,3,5,3,4,2,0.0,3,남산공원,4.0
여,30.0,4,3,4,3,4,5,5,7,7,1.0,9,올림픽공원 88잔디마당,5.0
남,30.0,2,2,1,5,4,4,6,7,1,1.0,1,이천성모메존칼국수 본점,4.0
남,40.0,5,1,2,3,5,3,2,4,2,0.0,1,우리집갈비,3.0
여,30.0,1,1,1,1,4,7,5,6,3,2.0,8,평화누리캠핑장,2.0
남,30.0,4,4,4,4,4,4,4,4,2,0.0,1,W몰,4.0
남,20.0,3,1,2,1,3,4,3,6,1,0.0,3,동대구역,4.0
남,20.0,6,2,2,2,6,3,2,6,3,1.0,6,서울남부터미널,4.0
여,50.0,1,1,1,3,2,7,2,7,2,3.0,3,건천휴게소 부산방향,5.0
남,30.0,5,5,6,4,5,5,5,2,3,1.0,3,형제분식,4.0
남,40.0,2,2,1,4,6,6,2,6,7,2.0,2,팔각도 하남 미사역점,5.0
여,20.0,2,1,2,4,6,4,7,6,7,1.0,3,포토인더박스 행궁점,5.0
남,30.0,6,2,2,2,4,6,6,5,3,7.0,2,에버랜드,4.0
여,20.0,3,2,4,2,1,4,7,4,3,1.0,2,백암순대,5.0
여,40.0,2,3,2,3,3,5,6,5,2,1.0,22,인천광역시립박물관,5.0
여,40.0,6,3,6,5,6,4,5,4,4,1.0,1,가우딘악세사리부품상가,3.0
여,30.0,1,6,3,2,6,5,6,3,10,0.0,1,롯데월드타워,5.0
여,50.0,6,4,3,4,4,4,2,2,1,0.0,3,AK플라자 AKTown점,4.0
여,40.0,3,2,3,2,3,5,3,5,8,4.0,3,웨스틴조선서울 라운지앤바,4.0
여,20.0,5,5,5,3,5,3,6,6,1,0.0,3,영등포역,5.0
남,40.0,4,4,4,6,4,4,3,4,2,0.0,9,수원화성 화홍문,5.0
여,30.0,1,1,1,3,6,1,1,3,7,0.0,4,북악팔각정,5.0
여,30.0,6,1,2,6,7,6,1,6,1,1.0,26,강남할배제빵소,5.0
여,30.0,4,1,4,1,4,6,3,6,2,0.0,3,수원화성박물관,5.0
여,40.0,4,3,6,3,2,2,7,2,6,0.0,28,대승원,4.0
여,40.0,2,2,2,3,5,3,3,3,7,2.0,3,까몬 행궁본점,4.0
여,30.0,1,1,1,1,4,1,4,4,9,3.0,6,카페COC,5.0
여,30.0,2,1,2,3,3,6,3,4,3,1.0,22,연천회관,4.0
여,20.0,4,2,4,5,3,5,1,7,2,0.0,6,초당옥도나스,5.0
남,50.0,2,4,2,3,2,3,3,5,1,1.0,2,제일유황온천,4.0
여,30.0,4,1,4,3,5,6,2,2,8,0.0,3,벨라시타,3.0
남,30.0,2,6,3,4,4,4,3,4,1,2.0,2,골드헤겔,5.0
여,20.0,4,2,2,3,5,3,2,5,1,1.0,1,팔당제빵소,3.0
남,20.0,4,5,5,5,6,5,4,5,5,0.0,1,회룡계곡,4.0
여,30.0,3,2,2,4,3,3,5,5,1,1.0,26,스타벅스 상암DMC점,3.0
남,20.0,2,1,1,2,4,2,1,4,8,1.0,6,조마루 동두천점,4.0
여,60.0,6,1,1,2,5,7,2,7,2,1.0,2,카페동네 서운점,4.0
여,30.0,3,3,3,3,4,4,4,7,1,1.0,8,드림파크야생화공원,5.0
여,20.0,4,4,4,4,4,5,4,4,3,1.0,6,더현대서울,4.0
여,30.0,3,2,3,4,2,2,5,7,8,1.0,3,광교호수공원,4.0
여,30.0,4,7,2,5,6,7,7,7,1,0.0,1,GS25 성남포레점,5.0
여,30.0,1,1,1,4,1,1,5,7,8,2.0,9,황생가칼국수,4.0
여,30.0,6,6,2,2,3,3,2,6,2,0.0,6,강남페티벌 미식여행 & K-Culture Stage,4.0
여,30.0,4,6,2,5,2,7,6,6,3,1.0,22,신세계프리미엄아울렛 여주,5.0
여,40.0,5,1,5,1,1,7,3,4,2,0.0,23,감일스윗시티10단지아파트,4.0
여,30.0,1,1,1,3,3,2,6,6,1,0.0,3,포담,5.0
남,30.0,4,3,3,2,3,5,7,4,9,1.0,23,덕수궁,5.0
여,30.0,3,2,2,4,3,3,5,5,1,1.0,26,토끼정 KTX서울역사점,2.0
남,40.0,4,2,2,4,4,5,2,5,1,0.0,4,화포식당 노원점,4.0
여,40.0,3,4,3,4,4,3,3,6,5,0.0,6,롯데월드타워&롯데월드몰,4.0
남,30.0,4,2,2,4,2,6,2,6,5,2.0,22,시흥갯골생태공원,4.0
남,30.0,6,1,4,1,1,2,7,1,3,3.0,23,코트야드 바이메리어트 서울 판교,5.0
여,20.0,5,6,3,2,2,5,6,2,7,1.0,6,써브웨이 강변역점,5.0
여,20.0,3,1,4,2,4,5,6,2,3,2.0,4,트리플스트리트,3.0
남,30.0,4,2,3,3,1,3,3,3,2,0.0,21,소노캄 고양,4.0
남,40.0,4,4,4,5,4,4,3,4,8,1.0,3,광화문광장,5.0
여,40.0,5,3,2,1,2,5,6,7,8,0.0,12,플라잉수원,4.0
여,30.0,2,4,5,4,6,4,4,4,1,2.0,3,이태원거리,4.0
남,30.0,4,4,2,4,4,1,2,2,7,0.0,3,숭례문,5.0
남,30.0,1,2,3,3,3,1,2,7,2,0.0,22,수원역,5.0
여,20.0,5,4,2,3,6,5,5,7,1,0.0,6,맥도날드 고척DT점,4.0
남,20.0,7,2,2,3,4,6,2,4,1,1.0,28,아차산생태공원,5.0
여,60.0,4,1,6,3,4,3,7,1,2,0.0,9,과천시민회관,5.0
여,20.0,7,2,4,1,5,5,6,5,9,2.0,1,대원미디어,3.0
여,30.0,4,2,4,1,4,4,4,6,3,1.0,6,김포국제공항 국내선,3.0
남,20.0,4,2,2,2,6,2,2,6,7,0.0,1,롯데몰 광명점,3.0
남,20.0,1,1,1,2,3,3,3,6,1,0.0,9,남이섬,5.0
남,20.0,2,1,3,3,6,4,1,6,7,1.0,26,원조유박사곱창 구리본점,5.0
여,20.0,2,2,2,5,3,2,6,6,3,1.0,2,석성산,4.0
여,20.0,4,3,3,4,5,4,6,5,8,0.0,3,루소홈,4.0
남,30.0,6,1,2,1,1,4,2,6,2,1.0,10,이천테르메덴 카라반캠핑장,4.0
여,60.0,2,3,5,2,2,6,5,5,1,4.0,2,산책길,4.0
여,20.0,3,1,1,4,6,4,3,7,3,1.0,4,타임스퀘어,3.0
여,20.0,5,4,2,3,6,5,5,7,1,0.0,6,한강,4.0
여,30.0,2,2,4,3,4,3,5,7,3,1.0,22,신세계프리미엄아울렛 여주,5.0
남,20.0,6,1,1,1,5,6,5,5,4,0.0,6,땀땀,4.0
남,20.0,3,1,2,4,4,2,1,6,3,1.0,6,고투웍 성수역점,3.0
남,30.0,1,4,1,2,3,6,6,5,3,1.0,4,코너갤러리,5.0
여,20.0,4,4,4,4,4,5,4,4,3,1.0,6,커피앤시가렛,5.0
남,40.0,2,2,2,4,3,4,3,4,3,2.0,2,수협강서수산물도매시장,4.0
남,30.0,2,3,3,4,3,5,3,4,2,0.0,3,숭례문,4.0
남,20.0,7,1,5,1,1,5,1,4,3,2.0,23,테이크호텔,1.0
남,20.0,6,1,1,5,4,4,3,7,3,1.0,1,광장시장,5.0
남,20.0,4,2,2,4,4,6,4,4,3,1.0,1,홍대거리,5.0
여,30.0,4,4,4,4,4,4,4,4,8,3.0,1,야마다야,5.0
여,30.0,3,3,2,3,4,1,4,7,5,1.0,22,장어먹은소 이천점,5.0
여,30.0,6,6,1,4,6,3,3,3,2,0.0,1,인천 개항의 거리,1.0
남,20.0,6,2,2,6,2,2,6,5,1,0.0,1,틈새라면 신촌점,3.0
남,50.0,1,1,1,2,7,7,1,7,1,1.0,3,이천산수유마을 산수유숲길 걷기체험,5.0
남,30.0,3,3,2,4,4,2,4,5,3,1.0,21,양키통닭,4.0
남,30.0,3,3,4,5,3,3,3,3,3,1.0,2,욕쟁이할머니집,5.0
여,30.0,2,4,4,3,4,4,4,4,4,0.0,26,양평역,4.0
여,30.0,1,1,1,2,1,7,7,7,3,2.0,21,위례스타필드 옥상 강아지 놀이터,5.0
여,30.0,3,7,1,1,4,3,2,1,3,2.0,5,인천광역시교육청교육과학정보원 인천학생과학관,4.0
남,30.0,4,3,1,3,1,1,1,7,1,1.0,12,수원천,4.0
여,20.0,4,2,1,7,7,5,1,7,2,1.0,4,정안알밤휴게소 천안방향,3.0
남,40.0,4,4,6,2,4,6,3,2,9,1.0,6,양산휴게소,3.0
남,40.0,6,5,6,5,6,4,3,3,1,0.0,13,서울앤호텔 동대문,3.0
남,20.0,5,3,3,5,5,3,3,5,3,1.0,2,대화역 3호선,4.0
여,50.0,1,4,1,4,2,1,3,7,2,0.0,1,광화문광장,5.0
여,30.0,4,3,5,4,3,5,5,5,1,0.0,3,경복궁,5.0
남,30.0,2,4,6,6,1,2,6,2,1,0.0,3,오설록티하우스 북촌점,3.0
남,50.0,1,1,2,3,2,7,6,7,3,1.0,3,광화문광장 이순신 장군 동상,4.0
남,20.0,3,2,3,2,2,5,3,6,3,1.0,21,대성리역 경춘선,3.0
남,30.0,1,2,1,2,1,2,6,4,1,1.0,6,헤이리예술마을,3.0
여,20.0,6,6,4,6,2,5,7,1,5,0.0,6,PJ호텔,5.0
남,30.0,4,1,4,3,4,4,2,1,8,0.0,5,맷돌로만 장위점,4.0
남,30.0,2,1,2,2,6,2,7,4,7,0.0,27,영등포역,5.0
여,20.0,3,2,3,4,3,4,1,7,4,0.0,7,광명역,4.0
여,30.0,6,2,5,2,2,5,1,5,7,1.0,5,신라스테이 마포,5.0
여,20.0,4,3,1,3,4,3,4,6,1,2.0,3,GS25 S9동작역점,4.0
여,30.0,3,5,4,2,3,3,2,2,7,0.0,22,클레어스서울,5.0
여,30.0,2,3,1,2,6,6,5,6,3,1.0,1,원마운트,5.0
남,40.0,4,1,2,1,3,4,2,2,8,1.0,3,폴바셋 광교엘포트몰점,4.0
여,50.0,2,5,5,4,4,7,7,4,1,0.0,3,쌍용더플래티넘부평아파트,5.0
남,30.0,3,3,2,4,6,2,4,5,6,0.0,28,남한산성 서문 전망대,4.0
남,40.0,1,4,1,3,2,6,3,2,7,1.0,2,올림픽공원,5.0
여,20.0,3,2,3,4,3,4,1,7,4,0.0,7,강남역거리,4.0
남,30.0,4,4,1,3,2,1,6,7,1,1.0,3,서삼릉,3.0
남,30.0,4,4,1,4,3,2,3,5,6,1.0,5,바나프레소 AK금정점,5.0
여,20.0,1,2,1,5,4,2,3,6,3,1.0,3,서머셋팰리스 서울,5.0
여,30.0,4,3,4,3,4,5,4,7,7,2.0,2,갤러리아백화점 광교점,4.0
남,30.0,2,2,2,3,4,3,3,5,3,2.0,23,춘천에서온숯닭,5.0
여,20.0,2,1,2,7,6,4,6,3,1,0.0,2,KFC 서초동점,5.0
남,40.0,1,1,1,3,4,7,1,4,1,7.0,2,주공그린빌8단지아파트,5.0
여,50.0,6,4,2,2,4,6,5,3,3,2.0,6,몽호텔,1.0
남,50.0,1,1,1,4,7,7,1,7,1,1.0,1,올더여주 로컬푸드직매장,5.0
남,60.0,1,1,1,1,1,1,1,7,2,4.0,9,남당항,5.0
여,50.0,2,1,1,4,7,2,4,4,1,0.0,6,홍제동마을둘레길,5.0
남,20.0,6,2,2,6,3,3,5,4,1,1.0,4,롯데백화점 건대스타시티점,4.0
여,40.0,1,2,1,6,6,1,7,4,9,1.0,4,인천종합어시장,3.0
남,20.0,6,2,6,4,6,6,6,6,3,1.0,6,알지비버거(rgbburger),5.0
여,40.0,3,5,3,2,2,4,3,1,2,0.0,3,팔달산,4.0
남,20.0,2,2,2,2,4,4,3,6,1,1.0,2,남문통닭 수원본점,4.0
여,20.0,2,2,2,2,1,3,6,6,5,0.0,1,폴바셋 광화문점,5.0
여,30.0,4,3,1,4,6,4,7,4,1,0.0,9,김포국제공항 국내선,4.0
여,20.0,6,2,2,3,6,2,2,6,1,0.0,4,갤러리아백화점 광교점,3.0
남,30.0,7,1,4,2,1,4,6,7,2,1.0,7,바나바나 건대본점,4.0
여,20.0,4,4,1,1,4,7,7,7,9,2.0,9,꿉당,5.0
남,20.0,7,1,7,1,3,6,1,7,6,1.0,26,더현대서울,5.0
남,30.0,7,4,6,3,3,5,5,3,3,1.0,6,하늘공원 메타세콰이어길,4.0
남,30.0,4,1,4,3,4,4,2,1,8,0.0,5,메가MGC커피 남양주2청사점,4.0
여,40.0,4,6,7,4,2,7,5,3,1,3.0,3,음식이야기밥,5.0
남,20.0,6,6,2,6,6,2,6,4,8,0.0,3,대한민국역사박물관,4.0
남,40.0,2,2,2,4,6,6,5,6,7,1.0,9,63뷔페 파빌리온,1.0
여,20.0,4,2,3,2,3,2,5,4,3,1.0,1,파리바게뜨 광교중흥점,5.0
여,40.0,4,4,4,6,6,4,6,6,4,1.0,5,하남만남의광장휴게소 주차장,5.0
여,40.0,3,3,3,3,3,4,2,6,1,3.0,27,북한산국립공원,5.0
여,20.0,4,4,4,1,2,2,1,7,2,0.0,23,코엑스,5.0
여,30.0,3,3,2,3,4,1,4,7,5,1.0,22,이천터미널,5.0
여,50.0,3,5,4,5,4,4,3,4,7,0.0,6,안산자락길,5.0
여,40.0,2,2,2,3,5,3,3,3,7,2.0,3,포토시그니처 수원행궁점,5.0
남,20.0,2,2,2,2,4,4,3,4,3,3.0,8,원조양평해장국,5.0
남,20.0,2,3,2,6,3,3,5,6,1,1.0,2,춘천시외버스터미널,5.0
여,20.0,4,1,4,5,3,5,1,7,7,1.0,6,북촌한옥마을,5.0
여,50.0,4,2,4,1,2,6,5,3,2,1.0,3,웨스틴조선 서울지점,1.0
여,30.0,4,5,2,4,5,6,5,6,1,1.0,2,평택일등마트,5.0
여,30.0,4,2,3,5,4,3,6,3,2,1.0,21,하늘공원,4.0
여,30.0,1,1,1,4,6,2,2,7,4,1.0,8,중미산막국수,2.0
남,30.0,7,1,3,7,4,4,6,2,1,0.0,10,카츠바이콘반,2.0
남,20.0,2,2,2,2,6,6,2,6,9,1.0,23,서머셋센트럴분당,5.0
여,30.0,6,2,2,2,6,2,3,6,5,3.0,2,바다생각,3.0
여,20.0,4,1,3,3,4,4,3,2,3,1.0,1,호롤커피,5.0
여,30.0,7,7,7,1,1,1,1,7,8,0.0,11,현대백화점 디큐브시티점,4.0
남,30.0,2,1,5,5,2,1,5,1,8,1.0,12,인생곱창 본점,5.0
여,30.0,2,5,3,7,2,2,7,6,1,1.0,6,쥬씨 구로깔깔거리점,4.0
여,50.0,1,1,2,4,2,2,1,2,4,1.0,3,교보문고 합정점,4.0
여,40.0,1,1,1,3,1,1,4,4,1,7.0,3,서대문형무소역사관,5.0
여,30.0,5,2,6,3,2,3,3,4,3,1.0,1,스파렉스24시 불가마사우나,5.0
남,20.0,5,1,1,4,4,4,2,7,3,1.0,4,두끼떡볶이 은행점,5.0
여,30.0,1,1,1,4,1,1,5,7,8,2.0,9,파리바게뜨 강남서초점,2.0
여,20.0,3,6,4,5,2,3,7,2,1,1.0,1,고봉민김밥인 인천구월로데오점,4.0
여,30.0,4,4,2,1,4,3,2,5,2,1.0,2,에버랜드,5.0
여,50.0,2,2,2,5,2,5,7,5,2,0.0,1,스파레이,5.0
여,50.0,6,4,3,4,4,4,2,2,1,0.0,3,수원화성,5.0
여,20.0,7,4,1,1,5,4,3,1,2,0.0,1,카페설리번,4.0
여,20.0,2,1,2,4,4,3,3,5,3,4.0,2,리버레인,5.0
남,20.0,5,2,4,4,4,4,4,4,2,0.0,4,세빛섬,5.0
여,30.0,1,1,4,1,1,4,3,7,5,0.0,24,을지로거리,5.0
여,20.0,3,2,2,2,2,6,6,6,3,2.0,3,보신각터,3.0
남,20.0,6,1,1,3,4,6,3,2,3,1.0,11,리에제와플더뷰,5.0
남,20.0,4,1,2,4,2,4,7,2,1,0.0,6,린궁즈멘관,5.0
남,40.0,6,2,4,2,2,4,5,4,2,1.0,23,롯데백화점 분당점,5.0
여,20.0,6,3,5,4,4,5,1,5,2,1.0,4,만석돼지,5.0
남,50.0,4,1,1,1,1,2,1,7,2,2.0,3,광주향교,5.0
여,30.0,2,3,3,3,1,3,2,5,2,0.0,25,방아머리해수욕장,5.0
남,30.0,1,1,4,2,4,3,1,7,6,0.0,25,유명산밸리캠핑장,4.0
여,40.0,3,2,5,2,3,6,3,6,1,1.0,21,천주교서울대교구 주교좌 명동대성당,4.0
여,60.0,1,4,2,2,2,3,2,1,3,3.0,2,서울대공원 어린이동물원,5.0
여,60.0,1,1,1,1,1,2,2,2,2,2.0,2,샤론농장,5.0
여,20.0,4,3,2,3,6,5,7,6,3,3.0,7,쥬벤쿠바 연남,5.0
남,50.0,2,2,1,4,3,2,4,4,3,1.0,21,옛길 칼국수,5.0
여,40.0,4,4,2,3,4,4,6,4,2,1.0,21,호암미술관,5.0
남,20.0,6,2,1,3,5,5,7,7,3,1.0,22,새들러하우스,5.0
남,30.0,4,3,3,2,2,3,6,4,6,1.0,27,북한산국립공원 사패산코스,5.0
남,30.0,4,2,4,4,2,4,6,2,1,0.0,1,코스트코 하남점,5.0
여,30.0,2,1,3,3,2,3,2,5,3,1.0,3,계정횟집,4.0
남,20.0,7,1,1,2,2,7,6,5,3,1.0,4,더현대서울,5.0
남,30.0,1,1,1,3,2,2,1,2,3,1.0,6,더한강,2.0
남,40.0,2,2,3,1,2,6,2,6,1,0.0,21,엉클인더키친 2호점,3.0
여,40.0,1,4,4,3,4,3,5,3,1,0.0,6,롯데몰 김포공항점,4.0
여,20.0,3,3,2,3,6,3,6,6,3,1.0,6,XYM 월곶점,3.0
여,30.0,4,5,3,2,2,2,3,2,4,1.0,9,예스파크 이천도자예술마을,4.0
여,30.0,6,5,6,6,3,6,3,4,1,0.0,21,물의정원,5.0
여,20.0,3,1,2,2,3,4,5,7,3,1.0,23,구테로이테,4.0
여,20.0,3,1,4,2,3,2,7,7,1,1.0,3,쌈지길,3.0
여,30.0,2,2,4,4,4,4,2,1,1,1.0,26,현대프리미엄아울렛 송도점,5.0
여,20.0,1,4,1,4,7,7,7,1,7,0.0,26,조인폴리아 파주농장,5.0
여,30.0,4,2,6,1,1,6,2,7,3,4.0,8,평택햇살들주말농장,4.0
남,20.0,2,3,2,6,3,3,5,6,1,1.0,2,동서울종합터미널,5.0
여,60.0,3,4,2,3,3,3,3,4,3,3.0,21,명동교자 본점과 몰토,5.0
남,20.0,7,1,1,2,2,7,6,5,3,1.0,4,서울역,5.0
여,20.0,4,3,2,1,2,3,7,7,4,0.0,1,CGV 인천연수,5.0
여,30.0,1,1,1,1,4,7,5,6,3,2.0,8,임진각관광지,1.0
여,20.0,5,1,2,3,4,5,6,7,1,1.0,4,월하여관,2.0
남,30.0,3,5,3,4,6,5,5,2,8,1.0,1,소노캄 고양,4.0
여,30.0,4,3,5,2,3,5,2,5,1,1.0,1,시오스,4.0
여,60.0,2,1,2,2,2,2,2,2,8,1.0,3,수원팔색길 화성성곽길,5.0
남,40.0,6,2,4,2,2,4,5,4,2,1.0,23,롯데백화점 중동점,5.0
여,30.0,1,1,1,5,1,2,6,2,7,1.0,2,자라섬,4.0
여,20.0,4,5,2,3,4,6,5,6,7,0.0,4,우이락,3.0
여,30.0,2,1,6,4,6,3,3,6,1,1.0,26,호텔그레이스리 서울,5.0
여,60.0,1,1,1,1,4,4,4,7,8,0.0,6,팔진향 디큐브점,3.0
여,30.0,6,4,6,2,2,5,4,3,1,1.0,22,젠,3.0
여,60.0,5,5,5,5,5,4,4,4,9,5.0,23,오이도 빨강등대,3.0
여,40.0,4,7,3,6,3,6,6,4,3,1.0,24,스타벅스 송파방이DT점,4.0
여,20.0,5,1,2,2,6,5,2,5,3,1.0,1,롯데시티호텔 명동,5.0
여,30.0,1,1,3,6,4,4,3,5,7,0.0,6,롯데월드타워&롯데월드몰,4.0
남,50.0,2,3,6,3,2,4,2,6,1,0.0,1,GS더프레시 송도그린워크점,4.0
남,20.0,1,1,2,3,2,2,2,3,8,0.0,3,캘리소프트서브 수원점,3.0
남,30.0,4,3,2,3,3,5,3,4,2,1.0,23,호텔리베라 청담,4.0
여,30.0,3,3,2,3,4,1,4,7,5,1.0,22,spazio coffee,5.0
남,30.0,3,1,1,2,2,4,7,3,9,1.0,22,남이섬안반지닭갈비 1호점,4.0
남,30.0,4,2,6,6,2,3,7,6,1,0.0,4,인천대공원,5.0
여,40.0,4,3,2,3,1,4,6,2,1,0.0,2,부티크호텔K 종로점,4.0
여,40.0,1,1,1,3,1,1,4,4,1,7.0,3,광화문광장 일대,5.0
남,20.0,2,6,6,5,3,6,3,3,7,1.0,7,커피빈 강남대로센터점,3.0
남,30.0,2,2,3,2,2,2,3,4,2,1.0,3,커넥츠커피 망원점,5.0
여,40.0,3,6,2,4,1,3,3,5,8,2.0,6,서울숲스테이,4.0
여,60.0,4,4,4,5,4,3,3,4,2,0.0,22,소풍정원,5.0
여,30.0,4,4,2,3,3,2,2,7,2,1.0,25,스타벅스 수원세류DT점,5.0
여,50.0,4,2,4,1,2,6,5,3,2,1.0,3,명동거리,4.0
여,30.0,3,5,3,3,5,3,5,6,3,2.0,1,뒷말어린이공원,4.0
남,20.0,2,2,1,5,1,5,1,3,2,1.0,21,한국이슬람교 서울중앙성원,2.0
남,30.0,1,3,4,4,2,3,5,4,3,3.0,3,세라비한옥카페,5.0
남,30.0,2,2,2,4,6,3,3,2,1,2.0,3,세라비한옥카페,5.0
여,20.0,7,6,6,3,1,4,6,4,7,2.0,4,여의도공원,5.0
여,20.0,6,3,4,5,5,3,6,6,5,1.0,1,국물없는우동,5.0
남,20.0,5,2,6,3,3,2,6,6,3,1.0,1,카페마마스 압구정점,5.0
여,30.0,2,2,6,4,1,2,6,2,2,0.0,4,서울시티투어버스,5.0
남,40.0,2,2,5,4,5,5,2,4,3,3.0,22,칠곡저수지,3.0
여,30.0,2,1,1,4,4,1,1,7,3,1.0,8,진루아쏘,5.0
여,20.0,2,2,2,4,4,4,3,6,2,1.0,1,경복궁,5.0
여,20.0,4,3,2,2,4,4,4,3,3,2.0,2,도토리캐리커쳐,5.0
여,20.0,2,1,4,3,5,6,1,7,1,0.0,1,킷사서울,2.0
여,40.0,5,1,1,5,6,6,1,5,3,3.0,23,경복궁,4.0
여,30.0,1,1,1,1,1,1,7,1,2,0.0,23,사당역 4호선,3.0
남,30.0,1,1,1,3,2,4,2,6,1,4.0,2,카페디아망,5.0
남,20.0,6,6,2,6,6,2,6,4,8,0.0,3,TROUBADOUR 홍대점,4.0
여,30.0,4,4,2,1,4,6,5,3,2,0.0,3,플라잉수원,5.0
여,20.0,4,1,1,6,5,5,5,7,1,0.0,6,경복궁,5.0
여,30.0,4,2,5,5,3,5,2,3,2,0.0,7,쩡아네전집,4.0
여,20.0,4,4,3,2,4,4,2,5,2,3.0,1,세종중앙공원,5.0
남,20.0,4,3,2,3,2,2,2,4,2,0.0,3,이태원거리,5.0
여,40.0,4,2,1,3,2,6,6,2,2,5.0,21,족발마을김족장 영등포점,4.0
여,30.0,5,2,2,3,6,6,6,3,1,4.0,23,능라도 강남점,3.0
남,60.0,2,3,6,4,2,6,2,4,1,1.0,5,국군복지단 충일마트,5.0
여,20.0,5,1,1,3,7,1,6,6,1,1.0,6,호텔더디자이너스 인천점,4.0
여,40.0,3,2,2,4,3,4,3,6,3,3.0,21,임진각 평화누리,5.0
남,30.0,2,1,2,3,2,1,6,1,7,0.0,1,일산손만두,5.0
남,30.0,1,1,1,1,1,7,7,7,2,0.0,4,유어홈커피로스터스,4.0
여,40.0,2,2,2,4,6,2,1,2,2,3.0,6,진관사,5.0
여,40.0,4,1,3,7,6,2,1,7,3,1.0,5,제주은희네해장국 송추점,4.0
여,30.0,3,2,2,4,6,6,6,2,1,0.0,3,화성게스트하우스,4.0
여,50.0,2,2,1,2,3,1,2,7,3,1.0,2,올림픽공원,4.0
남,20.0,1,1,1,3,2,2,3,4,4,1.0,11,다산생태공원,5.0
남,30.0,2,3,1,3,5,5,6,6,3,1.0,5,곤지암리조트 빌리지센터,3.0
남,20.0,3,1,4,2,3,4,6,3,1,0.0,2,돈짝,5.0
남,30.0,7,4,6,3,3,5,5,3,3,1.0,6,투썸플레이스 압구정CGV점,3.0
남,20.0,6,2,1,3,5,3,1,7,7,1.0,6,GS25 외대스타점,3.0
남,20.0,5,2,3,3,5,5,5,5,7,0.0,6,광화문광장,5.0
남,30.0,6,1,4,2,2,4,3,5,1,1.0,9,화담숲,5.0
여,30.0,6,6,6,6,2,3,4,6,1,1.0,11,중미산천문대,3.0
남,50.0,4,4,4,4,4,4,4,4,6,2.0,5,홈마트,4.0
여,30.0,5,2,3,5,6,4,4,1,1,1.0,8,궤도,5.0
남,30.0,2,4,3,6,4,5,2,4,2,1.0,6,둘레길보리밥,4.0
남,20.0,4,1,3,2,3,4,6,4,7,1.0,6,마장호수출렁다리,5.0
여,40.0,3,3,3,3,4,3,3,3,1,2.0,22,스타벅스 리버사이드팔당DTR,4.0
여,20.0,3,3,2,3,5,5,6,3,6,0.0,6,문화식당,5.0
여,30.0,4,2,5,5,3,5,6,3,9,1.0,2,친구집,5.0
남,40.0,1,1,4,3,4,5,1,4,2,3.0,10,참나무집,5.0
여,20.0,2,2,2,2,1,3,6,6,5,0.0,1,김명자굴국밥 청진점,5.0
여,30.0,4,4,4,2,4,5,2,7,8,1.0,6,아이파크몰,5.0
남,20.0,1,1,1,1,1,5,3,1,2,0.0,3,수원화성 팔달문,4.0
남,40.0,4,4,6,2,4,6,3,2,9,1.0,6,서울스카이,5.0
남,30.0,2,2,2,4,5,4,6,5,8,0.0,4,송월동동화마을,4.0
남,40.0,2,1,2,5,5,2,4,4,3,2.0,2,에어비앤비 갤럭시2,4.0
남,30.0,4,2,1,3,4,2,2,4,2,3.0,1,이마트 죽전점,4.0
남,20.0,2,3,3,6,3,3,6,5,9,7.0,27,마안산,5.0
여,20.0,4,3,2,7,6,4,2,5,7,5.0,21,SAVVY,4.0
여,30.0,5,4,3,3,4,3,2,5,1,0.0,6,감성타코 가로수길점,5.0
여,20.0,4,3,3,4,5,5,7,3,1,0.0,6,카레집,5.0
여,40.0,1,4,4,3,4,3,5,3,1,0.0,6,삼청화 대학로점,2.0
여,20.0,4,1,1,2,4,4,6,6,1,0.0,1,토마스모어,5.0
여,30.0,4,2,4,2,2,3,6,1,2,4.0,25,대명항수산물직판장,4.0
여,30.0,1,2,1,4,7,2,3,6,3,1.0,4,벨리노에스호텔,5.0
남,30.0,4,2,2,3,3,4,2,4,3,3.0,2,반포한강공원 달빛광장,2.0
남,40.0,5,4,4,5,5,5,5,5,6,3.0,6,이케아 고양점,3.0
